time,counter,text
5:10PM,LITRAK   ,Retirement of RICHARD LIM KIM ONG As Coo 
5:10PM,LITRAK   ,Appointment of STEPHEN LOW CHEE WENG As Cf 
5:10PM,HLT   ,"WONG KOK WAH (138,856,950 units Transacted) "
5:10PM,GAMUDA   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:10PM,WCT   ,"KUMPULAN WANG PERSARAAN (DIPERBADANKAN) (695,000 units Disposed) "
5:09PM,HUBLINE   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:09PM,ASTRO   ,"EMPLOYEES PROVIDENT FUND BOARD (EPF) (925,300 units Acquired) "
5:09PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (2,417,000 units Disposed) "
5:09PM,UTDPLT   ,"JEREMY DEREK CAMPBELL DIAMOND (3,200 units Acquired) "
5:09PM,HLT   ,"WONG KOK WAH (92,571,300 units Transacted) "
5:09PM,KAREX   ,"ARSHAD BIN AYUB (80,000 units Acquired) "
5:08PM,ARMADA   ,"EMPLOYEES PROVIDENT FUND BOARD (118,700 units Acquired) "
5:08PM,ARMADA   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (5,000,000 units Disposed) "
5:08PM,KPOWER   ,"SSF HOME BUILDER SDN BHD (1,080,700 units Acquired) "
5:08PM,MSM   ,Resignation of ABD RASHID BIN ATAN As Joint Secretary 
5:08PM,AMBANK   ,OTHERS 
5:08PM,HIGHTEC   ,OTHERS 
5:08PM,GENM   ,Renaming of Audit Committee to Audit and Risk Management Committee 
5:08PM,VS   ,"KUMPULAN WANG PERSARAAN (2,303,900 units Acquired) "
5:08PM,KLCC   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (56,400 units Disposed) "
5:07PM,PGLOBE   ,Proposed Change of Company Name 
5:07PM,KAREX   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:07PM,PHARMA   ,"LEMBAGA TABUNG ANGKATAN TENTERA (119,500 units Acquired) "
5:07PM,ASIAPLY   ,MULTIPLE PROPOSALS 
5:07PM,HIGHTEC   ,Financial year end net profit 5.690 million (increased 66.42%) 
5:07PM,KLCC   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (56,400 units Disposed) "
5:07PM,GENP   ,Redesignation of MOHD ZAHIDI BIN HJ ZAINUDDIN As Others 
5:07PM,LAFMSIA   ,"EMPLOYEES PROVIDENT FUND BOARD (65,300 units Acquired) "
5:06PM,PRKCORP   ,Submission of annual report for the financial year ended 31 December 2016. 
5:06PM,JERASIA   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:06PM,INTA   ,Appointment of ROSHITA BINTI SAHADAN As Director 
5:06PM,UOADEV   ,"EMPLOYEES PROVIDENT FUND BOARD (EPF BOARD) (49,900 units Acquired) "
5:06PM,HLT   ,"WONG KOK WAH (92,571,300 units Transacted) "
5:06PM,JERASIA   ,"MOHD HANIFF BIN ABD AZIZ (50,000 units Disposed) "
5:06PM,PUNCAK   ,MATERIAL LITIGATION 
5:06PM,GENM   ,OTHERS 
5:06PM,TCHONG   ,"TAN HENG CHEW (20,000 units Acquired) "
5:06PM,TCHONG   ,"KHOR SWEE WAH @ KOH BEE LENG (20,000 units Acquired) "
5:06PM,GENP   ,Redesignation of QUAH CHEK TIN As Others 
5:05PM,GENP   ,Appointment of YONG CHEE KONG As Others 
5:05PM,YINSON   ,"EMPLOYEES PROVIDENT FUND BOARD (228,200 units Acquired) "
5:05PM,YINSON   ,"KUMPULAN WANG PERSARAAN (DIPERBADANKAN) (1,000,000 units Acquired) "
5:05PM,PRTASCO   ,Appointment of HO CHUN FUAT As Cf 
5:05PM,GENP   ,RENAMING OF AUDIT COMMITTEE TO AUDIT AND RISK MANAGEMENT COMMITTEE 
5:05PM,PRTASCO   ,Appointment of THAM WEI MEI As Others 
5:05PM,AIRPORT   ,"EMPLOYEES PROVIDENT FUND BOARD (1,960,700 units Transacted) "
5:04PM,PRTASCO   ,Others of MUHAMMAD HAFIDZI ABU BAKAR As Others 
5:04PM,VITROX   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:04PM,ANNJOO-CE   ,Expiry/Maturity of the securities 
5:04PM,GDEX-CF   ,Expiry/Maturity of the securities 
5:04PM,CIMB-C23   ,Expiry/Maturity of the securities 
5:04PM,OLDTOWN-CA   ,Expiry/Maturity of the securities 
5:04PM,MFCB-CA   ,Expiry/Maturity of the securities 
5:04PM,GENM-C26   ,Expiry/Maturity of the securities 
5:04PM,KAREX-C2   ,Expiry/Maturity of the securities 
5:04PM,SERBADK-CA   ,Expiry/Maturity of the securities 
5:03PM,PWF   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:03PM,DBE   ,TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) 
5:02PM,PWF   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
5:02PM,JERASIA   ,"MOHD HANIFF BIN ABD AZIZ (50,000 units Disposed) "
5:02PM,HUBLINE   ,"IBRAHIM BIN BAKI (2,010,000 units Acquired) "
5:02PM,HUBLINE   ,"IBRAHIM BIN BAKI (2,010,000 units Acquired) "
5:01PM,PWF   ,"LAW HOOI LEAN (70,000 units Acquired) "
5:01PM,PWF   ,"SIAH GIM ENG (70,000 units Acquired) "
5:01PM,PWF   ,"SL GOLD SDN. BHD. (70,000 units Acquired) "
5:01PM,PWF   ,"LAW HOOI LEAN (70,000 units Acquired) "
5:01PM,PWF   ,"SIAH GIM ENG (70,000 units Acquired) "
5:00PM,MYNEWS   ,"KUMPULAN WANG PERSARAAAN (300,000 units Acquired) "
5:00PM,MYNEWS   ,"EMPLOYEES PROVIDENT FUND BOARD (408,600 units Transacted) "
5:00PM,MYNEWS   ,"EMPLOYEES PROVIDENT FUND BOARD (39,740,300 units Acquired) "
4:36PM,MAYBANK   ,Additional Listing Announcement 
4:36PM,MAYBANK   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (3,000,000 units Acquired) "
4:36PM,MAYBANK   ,"EMPLOYEES PROVIDENT FUND BOARD (5,143,100 units Acquired) "
4:16PM,WZSATU   ,WZSATU - Notice of Book Closure 
4:14PM,TM   ,"AMANAHRAYA TRUSTEES BERHAD-AMANAH SAHAM BUMIPUTERA (383,400 units Disposed) "
3:58PM,IBRACO   ,IBRACO - Notice of Book Closure 
3:56PM,GDEX   ,GDEX - Notice of Book Closure 
3:55PM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
3:55PM,TMCLIFE   ,TMCLIFE - Notice of Book Closure 
3:17PM,SEACERA   ,Additional Listing Announcement 
2:37PM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
2:31PM,HLT   ,Additional Listing Announcement 
2:16PM,SEEHUP   ,Additional Listing Announcement 
2:16PM,SEEHUP   ,Additional Listing Announcement 
1:56PM,NETX   ,Additional Listing Announcement 
1:55PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (5,820,400 units Acquired) "
1:48PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (7,597,900 units Transacted) "
1:44PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (3,055,515 units Acquired) "
1:27PM,HARTA   ,Additional Listing Announcement 
1:27PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (467,300 units Acquired) "
1:24PM,KOMARK   ,1H net loss 3.681 million (decreased 61.67%) 
1:23PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (3,351,700 units Acquired) "
1:17PM,AXIATA   ,"EMPLOYEES PROVIDENT FUND BOARD (2,900,000 units Acquired) "
1:15PM,METFSID   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
1:15PM,CIMBA40   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
1:15PM,METFAPA   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
1:15PM,CIMBC50   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
1:08PM,BTM   ,NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) 
12:53PM,CMSB   ,Redesignation of RICHARD ALEXANDER JOHN CURTIS As Others 
12:53PM,CMSB   ,Others of GOH CHII BING As Others 
12:52PM,CMSB   ,Others of ISAAC LUGUN As Others 
12:52PM,CMSB   ,MEDIA RELEASE DATED 
12:49PM,MSC   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
12:49PM,ADVCON   ,LETTER OF AWARD (LOA) 
12:48PM,MSC   ,"ROBERT TEO KENG TUAN (4,000 units Acquired) "
12:43PM,GLOMAC   ,"77,000 shares purchased into treasury "
12:42PM,DIGI   ,"EMPLOYEES PROVIDENT FUND BOARD (3,510,000 units Transacted) "
12:38PM,ANCOM   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) 
12:38PM,HHGROUP   ,OTHERS 
12:37PM,LEESK   ,"LEE KONG SIM (4,000,000 units Acquired) "
12:36PM,VERTICE   ,WINDING UP / RECEIVER & MANAGER / RESTRAINING ORDER / SPECIAL ADMINISTRATOR 
12:35PM,CMSB   ,"DATO SRI MAHMUD ABU BEKIR TAIB (681,700 units Disposed) "
12:33PM,TASEK   ,"STANDARD LIFE ABERDEEN PLC AND ITS SUBSIDIARIES (8,900 units Acquired) "
11:45AM,OLDTOWN   ,TAKE-OVERS & MERGERS (PARAGRAPH/RULE 9.19 (47A)) 
11:02AM,HLT-WA   ,"HLT-WA : ISSUE OF 199,091,998 WARRANTS IN HLT (WARRANTS) ON THE BASIS OF "
11:00AM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
10:19AM,BINACOM   ,1Q net profit 1.603 million 
9:47AM,UCREST   ,Additional Listing Announcement 
9:44AM,DNONCE   ,Additional Listing Announcement 
9:39AM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
9:07AM,ABFMY1   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE 
8:02AM,  ,Forbid of Direct Business Transaction (DBT) Due to Rule 10.10(1) 
