time,counter,text,clean,sentiment,polarity
6:07PM,GENM-C24   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:04PM,GENM-C26   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:07PM,GENP   ,Redesignation of MOHD ZAHIDI BIN HJ ZAINUDDIN As Others ,Redesignation MOHD ZAHIDI ZAINUDDIN Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:06PM,GENP   ,Redesignation of QUAH CHEK TIN As Others ,Redesignation QUAH CHEK Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:05PM,GENP   ,Appointment of YONG CHEE KONG As Others ,Appointment YONG CHEE KONG Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:05PM,GENP   ,RENAMING OF AUDIT COMMITTEE TO AUDIT AND RISK MANAGEMENT COMMITTEE ,RENAMING AUDIT COMMITTEE AUDIT RISK MANAGEMENT COMMITTEE,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,GENTING   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:05PM,GENTINGC42   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:20PM,GLBHD   ,Resignation of LIM WAI WENG As Others ,Resignation WENG Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:16PM,GLBHD   ,Resignation of LIM WAI WENG As Joint Secretary ,Resignation WENG Joint Secretary,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:36PM,GLOMAC   ,"10,000 shares purchased into treasury ",shares purchased into treasury,"Sentiment(polarity=0.0, subjectivity=0.0)",0
12:43PM,GLOMAC   ,"77,000 shares purchased into treasury ",shares purchased into treasury,"Sentiment(polarity=0.0, subjectivity=0.0)",0
7:27PM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
3:55PM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
2:37PM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
11:00AM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
9:39AM,GOLDETF   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
5:34PM,GRANFLO   ,"60,000 shares purchased into treasury ",shares purchased into treasury,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:54PM,GTRONIC   ,"WISERITE SDN BHD (116,000 units Transacted) ",WISERITE units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"MALAYSIAN TECHNOLOGY DEVELOPMENT SDN BHD (2,016,000 units Transacted) ",MALAYSIAN TECHNOLOGY DEVELOPMENT units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"GENERAL PRODUCE AGENCY SDN BERHAD (2,016,000 units Transacted) ",GENERAL PRODUCE AGENCY BERHAD units Transacted,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",1
5:53PM,GTRONIC   ,"GOOI MEI HOON (2,016,000 units Transacted) ",GOOI HOON units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"NG KWENG CHONG (2,016,000 units Transacted) ",KWENG CHONG units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"WISERITE SDN BHD (1,900,000 units Disposed) ",WISERITE units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"NG KWENG CHONG HOLDINGS SENDIRIAN BERHAD (2,016,000 units Transacted) ",KWENG CHONG HOLDINGS SENDIRIAN BERHAD units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:53PM,GTRONIC   ,"NG KWENG CHONG (2,016,000 units Transacted) ",KWENG CHONG units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
1:27PM,HARTA   ,Additional Listing Announcement ,Additional Listing Announcement,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:32PM,HHGROUP   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:32PM,HHGROUP   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
12:38PM,HHGROUP   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:08PM,HIGHTEC   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:07PM,HIGHTEC   ,Financial year end net profit 5.690 million (increased 66.42%) ,Financial year profit million increased,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:05PM,HLBANK   ,"EMPLOYEES PROVIDENT FUND BOARD (365,300 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:31PM,HLFG   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:33PM,HLT   ,NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) ,ISSUE SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:31PM,HLT   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:28PM,HLT   ,"YAU MING TECK (4,168,800 units Transacted) ",MING TECK units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:26PM,HLT   ,"YAU MING TECK (2,779,200 units Transacted) ",MING TECK units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:24PM,HLT   ,"WONG KOON WAI (135,000 units Transacted) ",WONG KOON units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:23PM,HLT   ,"WONG KOON WAI (90,000 units Transacted) ",WONG KOON units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:21PM,HLT   ,"WONG WAI TZING (172,500 units Transacted) ",WONG TZING units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:19PM,HLT   ,"WONG WAI TZING (115,000 units Transacted) ",WONG TZING units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:17PM,HLT   ,"CHAN YOKE CHUN (138,856,950 units Transacted) ",CHAN YOKE CHUN units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:14PM,HLT   ,"CHAN YOKE CHUN (92,571,300 units Transacted) ",CHAN YOKE CHUN units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,HLT   ,"CHAN YOKE CHUN (92,571,300 units Transacted) ",CHAN YOKE CHUN units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:10PM,HLT   ,"WONG KOK WAH (138,856,950 units Transacted) ",WONG units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:09PM,HLT   ,"WONG KOK WAH (92,571,300 units Transacted) ",WONG units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:06PM,HLT   ,"WONG KOK WAH (92,571,300 units Transacted) ",WONG units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
2:31PM,HLT   ,Additional Listing Announcement ,Additional Listing Announcement,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:35PM,HLT-WA   ,Profile for Securities of PLC ,Profile Securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
11:02AM,HLT-WA   ,"HLT-WA : ISSUE OF 199,091,998 WARRANTS IN HLT (WARRANTS) ON THE BASIS OF ",ISSUE WARRANTS WARRANTS BASIS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,HSI-C1N   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,HSI-C1O   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,HSI-H2P   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,HSI-H2Q   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:11PM,HSPLANT   ,"LEMBAGA TABUNG HAJI (110,800 units Acquired) ",LEMBAGA TABUNG HAJI units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:48PM,HTPADU   ,Resignation of MOHAMED ARIFFIN BIN ATON As Others ,Resignation MOHAMED ARIFFIN ATON Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:09PM,HUBLINE   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:02PM,HUBLINE   ,"IBRAHIM BIN BAKI (2,010,000 units Acquired) ",IBRAHIM BAKI units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:02PM,HUBLINE   ,"IBRAHIM BIN BAKI (2,010,000 units Acquired) ",IBRAHIM BAKI units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
3:58PM,IBRACO   ,IBRACO - Notice of Book Closure ,IBRACO Notice Book Closure,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:18PM,IGBB-PA   ,Dividend of 2% (based on the issue price of RM1.00) per RCPS ,Dividend based issue price RCPS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,IGBB-PA   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:21PM,IHH   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:19PM,IHH   ,"EMPLOYEES PROVIDENT FUND BOARD (1,106,800 units Transacted) ",EMPLOYEES PROVIDENT FUND BOARD units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:06PM,IHH-C3   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:06PM,IJM-C5   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:14PM,INARI   ,"KUMPULAN WANG PERSARAAN (DIPERBADANKAN) (1,906,400 units Transacted) ",KUMPULAN WANG PERSARAAN DIPERBADANKAN units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:14PM,INARI   ,"EMPLOYEES PROVIDENT FUND BOARD (603,500 units Transacted) ",EMPLOYEES PROVIDENT FUND BOARD units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,INARI-C3   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:04PM,INARI-CZ   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:17PM,INIX   ,1Q net loss 0.740 million (decreased 72.47%) ,loss million decreased,"Sentiment(polarity=-0.4, subjectivity=0.7)",-1
5:06PM,INTA   ,Appointment of ROSHITA BINTI SAHADAN As Director ,Appointment ROSHITA BINTI SAHADAN Director,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:43PM,IOIPG   ,"EMPLOYEES PROVIDENT FUND BOARD (25,000 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:06PM,JERASIA   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:06PM,JERASIA   ,"MOHD HANIFF BIN ABD AZIZ (50,000 units Disposed) ",MOHD HANIFF AZIZ units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:02PM,JERASIA   ,"MOHD HANIFF BIN ABD AZIZ (50,000 units Disposed) ",MOHD HANIFF AZIZ units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:27PM,JFTECH   ,NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) ,ISSUE SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:01PM,JHM   ,General Meetings: Notice of Meeting ,General Meetings Notice Meeting,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",1
5:15PM,JIANKUN   ,NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) ,ISSUE SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:23PM,K1   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,KAB   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,KAB   ,"TONG SIUT MOI (100,000 units Disposed) ",TONG SIUT units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:09PM,KAREX   ,"ARSHAD BIN AYUB (80,000 units Acquired) ",ARSHAD AYUB units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:07PM,KAREX   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:04PM,KAREX-C2   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:18PM,KHIND   ,Tax Exempt Interim Dividend of 1 Sen ,Exempt Interim Dividend,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:18PM,KHIND   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:17PM,KINSTEL   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:08PM,KLCC   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (56,400 units Disposed) ",AMANAHRAYA TRUSTEES BERHAD AMANAH SAHAM BUMIPUTERA units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:07PM,KLCC   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (56,400 units Disposed) ",AMANAHRAYA TRUSTEES BERHAD AMANAH SAHAM BUMIPUTERA units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
1:24PM,KOMARK   ,1H net loss 3.681 million (decreased 61.67%) ,loss million decreased,"Sentiment(polarity=-0.4, subjectivity=0.7)",-1
5:21PM,KOSSAN   ,"EMPLOYEES PROVIDENT FUND BOARD (412,200 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:08PM,KPOWER   ,"SSF HOME BUILDER SDN BHD (1,080,700 units Acquired) ",HOME BUILDER units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:07PM,LAFMSIA   ,"EMPLOYEES PROVIDENT FUND BOARD (65,300 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
7:00PM,LBS   ,"KUMPULAN WANG PERSARAAN (DIPERBADANKAN) (268,300 units Acquired) ",KUMPULAN WANG PERSARAAN DIPERBADANKAN units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,LCTITAN-CC   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,LCTITAN-CD   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,LCTITAN-CE   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
12:37PM,LEESK   ,"LEE KONG SIM (4,000,000 units Acquired) ",KONG units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:10PM,LITRAK   ,Retirement of RICHARD LIM KIM ONG As Coo ,Retirement RICHARD,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:10PM,LITRAK   ,Appointment of STEPHEN LOW CHEE WENG As Cf ,Appointment STEPHEN CHEE WENG,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:27PM,MAHSING   ,EMPLOYEES PROVIDENT FUND BOARD (EPF) (1000000 units Acquired) ,EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:13PM,MALAKOF-C1   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:11PM,MAYBANK   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
4:36PM,MAYBANK   ,Additional Listing Announcement ,Additional Listing Announcement,"Sentiment(polarity=0.0, subjectivity=0.0)",0
4:36PM,MAYBANK   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (3,000,000 units Acquired) ",AMANAHRAYA TRUSTEES BERHAD AMANAH SAHAM BUMIPUTERA units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
4:36PM,MAYBANK   ,"EMPLOYEES PROVIDENT FUND BOARD (5,143,100 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:24PM,MBWORLD   ,Nine-month net profit 19.607 million (increased 144.26%) ,Nine month profit million increased,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:49PM,MEDIA   ,"MORGAN STANLEY & CO. LLC (5,961,800 units Acquired) ",MORGAN STANLEY units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
7:05PM,METFAPA   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
1:15PM,METFAPA   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
7:06PM,METFSID   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
1:15PM,METFSID   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
5:17PM,MFCB   ,Appointment of FOO WEN YUNN As Others ,Appointment YUNN Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:17PM,MFCB   ,Retirement of YONG LAI SIM As Others ,Retirement YONG Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:04PM,MFCB-CA   ,Expiry/Maturity of the securities ,Expiry Maturity securities,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:10PM,MFLOUR   ,Appointment of LIM PANG BOON As Executive Director ,Appointment PANG BOON Executive Director,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:58PM,MILUX   ,Redesignation of HAJI MOHD ANUAR BIN HAJI MOHD HANADZLAH As Others ,Redesignation HAJI MOHD ANUAR HAJI MOHD HANADZLAH Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:58PM,MILUX   ,Redesignation of HO PUI HOLD As Others ,Redesignation HOLD Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:11PM,MINDA   ,MULTIPLE PROPOSALS ,MULTIPLE PROPOSALS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:14PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (96,200 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:13PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (420,000 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (368,800 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (117,900 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:09PM,MISC   ,"EMPLOYEES PROVIDENT FUND BOARD (2,417,000 units Disposed) ",EMPLOYEES PROVIDENT FUND BOARD units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:26PM,MMCCORP   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:11PM,MNRB   ,Appointment of GEORGE A/L OOMMEN As Others ,Appointment GEORGE OOMMEN Others,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:10PM,MNRB   ,"AMANAHRAYA TRUSTEES BERHAD - AMANAH SAHAM BUMIPUTERA (99,000 units Disposed) ",AMANAHRAYA TRUSTEES BERHAD AMANAH SAHAM BUMIPUTERA units Disposed,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:22PM,MPCORP   ,PRACTICE NOTE 17 / GUIDANCE NOTE 3 ,PRACTICE NOTE GUIDANCE NOTE,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:59PM,MRCB-C16   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
12:49PM,MSC   ,DEALINGS IN LISTED SECURITIES (CHAPTER 14 OF LISTING REQUIREMENTS) ,DEALINGS LISTED SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
12:48PM,MSC   ,"ROBERT TEO KENG TUAN (4,000 units Acquired) ",ROBERT KENG TUAN units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:11PM,MSM   ,"EMPLOYEES PROVIDENT FUND BOARD (22,800 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:08PM,MSM   ,Resignation of ABD RASHID BIN ATAN As Joint Secretary ,Resignation RASHID ATAN Joint Secretary,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:23PM,MUH   ,General Meetings: Outcome of Meeting ,General Meetings Outcome Meeting,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",1
6:07PM,MUHIBAH-CD   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:46PM,MYEG-C13   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:46PM,MYEG-C14   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:59PM,MYEG-C19   ,STRUCTURED WARRANTS ANNOUNCEMENT ,STRUCTURED WARRANTS ANNOUNCEMENT,"Sentiment(polarity=0.0, subjectivity=0.0)",0
7:06PM,MYETFDJ   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
7:07PM,MYETFID   ,NET ASSET VALUE / INDICATIVE OPTIMUM PORTFOLIO VALUE ,ASSET VALUE INDICATIVE OPTIMUM PORTFOLIO VALUE,"Sentiment(polarity=0.7, subjectivity=0.9)",1
5:00PM,MYNEWS   ,"KUMPULAN WANG PERSARAAAN (300,000 units Acquired) ",KUMPULAN WANG PERSARAAAN units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:00PM,MYNEWS   ,"EMPLOYEES PROVIDENT FUND BOARD (408,600 units Transacted) ",EMPLOYEES PROVIDENT FUND BOARD units Transacted,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:00PM,MYNEWS   ,"EMPLOYEES PROVIDENT FUND BOARD (39,740,300 units Acquired) ",EMPLOYEES PROVIDENT FUND BOARD units Acquired,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:12PM,NETX   ,NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) ,ISSUE SECURITIES CHAPTER LISTING REQUIREMENTS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
1:56PM,NETX   ,Additional Listing Announcement ,Additional Listing Announcement,"Sentiment(polarity=0.0, subjectivity=0.0)",0
6:05PM,NEXGRAM   ,1Q net loss 2.338 million (increased 5.36%) ,loss million increased,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:17PM,NGGB   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:52PM,NWP   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:39PM,OCK   ,OTHERS ,OTHERS,"Sentiment(polarity=0.0, subjectivity=0.0)",0
5:39PM,OCK   ,First Interim Single Tier Dividend of 1.0 sen ,First Interim Single Tier Dividend,"Sentiment(polarity=0.08928571428571429, subjectivity=0.2738095238095238)",1
5:20PM,OCNCASH   ,TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) (Amended) ,TRANSACTIONS CHAPTER LISTING REQUIREMENTS Amended,"Sentiment(polarity=0.0, subjectivity=0.0)",0
